requirement_id	source_line	clause_ordinal_on_line	family	normative_summary
RW-T04-S1-076	26	6	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	Evaluation 开始时一次冻结全部 authored reachable current，形成 consistent closure snapshot。
RW-T04-S1-077	26	7	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	Static pruning 不改变 closure membership。
RW-T04-S1-078	26	8	ASSET_CAPABILITY_CONCURRENCY	Closure resolution 中任一 current drift 必须 retry 或 fail。
RW-T04-S1-079	26	9	CLOSURE_REPEAT_COMPOSITION_EVALUATOR	不得产生 mixed-time closure。
RW-T04-S1-080	28	1	ASSET_CAPABILITY_CONCURRENCY	Delete 必须携带 expectedRevision。
RW-T04-S1-081	28	2	ASSET_CAPABILITY_CONCURRENCY	Delete 在一致性边界检查 ACTIVE 与 incoming ACTIVE-current TemplateRef。
RW-T04-S1-082	28	3	SECURITY_FAULT	存在 incoming reference 时 Delete zero-write。
RW-T04-S1-083	28	4	SECURITY_FAULT	被阻塞 Delete 返回有界 reference summary。
RW-T04-S1-084	28	5	SECURITY_FAULT	Delete 不提供 force 或 cascade。
RW-T04-S1-085	28	6	WIRE_CANONICAL_DIGEST	Delete 后永久保留 templateId、StaticSchemaRef、current、全部 revision 与 audit facts。
RW-T04-S1-086	28	7	SECURITY_FAULT	Template 不提供 purge 或 identity reuse。
RW-T04-S1-087	30	1	ASSET_CAPABILITY_CONCURRENCY	每次本地 Template 变更对 revision/current/current-only projection/readiness/report 全成或全不成。
RW-T04-S1-088	30	2	SECURITY_FAULT	revision conflict、confirmation drift、dependency unavailable、delete block 均 zero-write，并返回 stable code 与 bounded structured issues。
RW-T04-S1-089	30	3	ASSET_CAPABILITY_CONCURRENCY	服务端只提供 best-effort API debounce。
RW-T04-S1-090	30	4	ASSET_CAPABILITY_CONCURRENCY	服务端不保证 command-key idempotency。
RW-T04-S1-091	30	5	ASSET_CAPABILITY_CONCURRENCY	网络超时后重试 Create/Copy 可能生成 duplicate objects。
RW-T04-S1-092	30	6	ASSET_CAPABILITY_CONCURRENCY	调用方负责查询并协调 unknown Create/Copy outcome。
